,Customer_Id,Attrition_Flag,Customer_Age,Customer_Gender,Dependent_Count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,N-B_class_1,N-B_class_2,Marital_Status_0,Marital_Status_1,Marital_Status_2,Marital_Status_3
0,768805383,Existing Customer,-0.1561895072503579,1,0.509985247236655,2,Married,3,1,0.3888892204587105,0.7099487673441847,-1.2528651294707736,0.5952133269296169,0.4363642115240031,-0.6329729767467724,0.4890128171505847,1.335,-0.9994562059334062,-1.1638441654709366,1.625,-0.8637322618744868,-0.656780484415507,0.6802860904555906,0.0,1.0,0.0,0.0
1,818770008,Existing Customer,0.3388182524916418,0,2.0447257682179143,4,Single,1,1,1.0122266471792538,1.3640311998637564,-1.2528651294707736,-0.32953777504474707,-0.051833437949293064,-0.5181519254865448,-0.008613647797763942,1.541,-0.9576064584230519,-1.5565543665521377,3.714,-0.7022950475111396,-0.917398956866862,0.8937544812152434,0.0,0.0,1.0,0.0
2,713982108,Existing Customer,0.5863221323626417,1,0.509985247236655,4,Married,4,1,0.014886764426384489,0.055866334824612805,-1.2528651294707736,-2.179039978993475,-0.5843926776678516,-1.658443744898461,-0.4459350922260562,2.594,-0.7879299311021596,-2.123802434780539,2.333,-1.087542945423673,-1.1722689638176778,1.1783790022267968,0.0,1.0,0.0,0.0
3,769911858,Existing Customer,-0.7749492069278575,0,1.2773555077272845,2,Unknown,1,1,-0.23444820626183285,-0.598216097694959,1.697911706356762,-1.254288877019111,-0.595950908376915,1.6634480484577814,-0.7344748071961071,1.405,-0.9917695176151778,-2.123802434780539,2.333,1.7009180299432358,-0.3703402183588778,0.3956615694440371,0.0,0.0,0.0,1.0
4,709106358,Existing Customer,-0.7749492069278575,1,0.509985247236655,1,Married,3,1,-1.8551255157352455,0.7099487673441847,-1.2528651294707736,-2.179039978993475,-0.4415109304262871,-1.658443744898461,-0.30309582829351384,2.175,-1.092835234391884,-1.7747267004861385,2.5,-1.087542945423673,-1.1680306280397086,1.1783790022267968,0.0,1.0,0.0,0.0
5,713061558,Existing Customer,-0.27994144718585784,1,-0.25738501325397467,4,Married,2,1,0.014886764426384489,-0.598216097694959,-1.2528651294707736,-0.32953777504474707,-0.5192262721462751,-0.012675343501864226,-0.5180149981396273,1.376,-1.0153989668897316,-1.9492645676333389,0.846,0.05352463791725946,-0.9301068409473612,0.8937544812152434,0.0,1.0,0.0,0.0
6,810347208,Existing Customer,0.5863221323626417,1,1.2773555077272845,0,Married,5,3,1.2615616178674713,1.3640311998637564,-1.2528651294707736,0.5952133269296169,2.838825023193606,1.3295431522642456,2.727121407181437,1.975,-0.9465034641856109,-1.643823300125738,0.722,-0.8453871238786519,-0.4460604020896539,0.466817699696728,0.0,1.0,0.0,0.0
7,818906208,Existing Customer,-1.764964726411857,1,-1.7921255342352338,2,Unknown,3,2,-1.1071206036705936,-1.2522985302145309,-0.2692728508615951,-0.32953777504474707,2.2405489860149443,0.1839722040587556,2.2245428876283393,2.204,-0.8872874949192593,-1.4256509661917374,0.714,-0.9114296206636577,-0.7112947427496208,0.6802860904555906,0.0,0.0,0.0,1.0
8,710930508,Existing Customer,-1.1462050267343573,1,0.509985247236655,1,Single,3,1,0.014886764426384489,0.7099487673441847,-0.2692728508615951,-2.179039978993475,1.4998315151455397,1.6634480484577814,1.3606844732443197,3.355,-0.9408096209869233,-1.9492645676333389,1.182,-0.6729428267178036,-1.0033410092386226,1.036066741720625,0.0,0.0,1.0,0.0
9,719661558,Existing Customer,0.2150663125561419,1,-0.25738501325397467,4,Single,4,1,0.014886764426384489,1.3640311998637564,0.7143194277475834,0.5952133269296169,0.3224330802489498,0.554831001807307,0.27607446914637096,1.524,-0.9149026344328944,-1.6001888333389378,0.882,-0.559202971143627,0.8324211196412674,-0.8139926448572381,0.0,0.0,1.0,0.0
10,708790833,Existing Customer,-0.5274453270568576,1,2.0447257682179143,1,Unknown,5,1,-0.6084506622941589,0.7099487673441847,0.7143194277475834,-0.32953777504474707,-0.21783164660898433,0.2776767401446885,-0.24092003158944109,0.831,-0.9832287528171464,-1.1638441654709366,0.68,-0.29136395640443713,0.03767973687149441,-0.03127521207447828,0.0,0.0,0.0,1.0
11,710821833,Existing Customer,2.3188492914596406,1,-1.0247552737446042,0,Married,2,1,2.2589015006203406,1.3640311998637564,-0.2692728508615951,0.5952133269296169,0.040522329335508624,0.43605060395189915,0.004151648516700553,1.433,-0.9510585387445611,-1.8619956340597386,1.364,-0.44913214316861755,0.08447951176436345,-0.10243134232716918,0.0,1.0,0.0,0.0
12,710599683,Existing Customer,1.2050818320401413,1,-1.0247552737446042,3,Single,4,1,0.014886764426384489,-0.598216097694959,3.6650962635751188,-2.179039978993475,0.3328905270809595,-1.658443744898461,0.4710753749156044,3.397,-0.887002802759325,-2.2547058351409395,3.25,-1.087542945423673,-0.9819498792533431,0.9649106114679342,0.0,0.0,1.0,0.0
13,816082233,Existing Customer,-1.3937089066053572,1,0.509985247236655,4,Unknown,3,1,-0.7331181476382675,0.7099487673441847,-1.2528651294707736,0.5952133269296169,-0.019800627127031692,0.5403133976249794,-0.06484697897613771,1.163,-0.9519126152243642,-1.5565543665521377,2.0,-0.3720825635861108,-0.6377044117879418,0.6091299602028998,0.0,0.0,0.0,1.0
14,712396908,Existing Customer,1.3288337719756413,0,-0.25738501325397467,4,Married,1,1,1.5108965885556886,0.7099487673441847,-0.2692728508615951,-0.32953777504474707,-0.6924896543945206,-0.7609918499909343,-0.6288309756281251,1.19,-0.8781773458013591,-1.7310922336993382,0.611,-0.06388424525608397,-0.5116655659805709,0.5379738299494189,0.0,1.0,0.0,0.0
15,714885258,Existing Customer,-0.27994144718585784,1,1.2773555077272845,0,Unknown,4,1,0.13955424977049316,0.7099487673441847,-1.2528651294707736,-0.32953777504474707,-0.4945687133002733,-0.3756154480600552,-0.4631022148558533,1.707,-0.9413790053067921,-1.8183611672729385,1.7,-0.2436665976152663,-0.8701646635160835,0.8937544812152434,0.0,0.0,0.0,1.0
16,709967358,Existing Customer,0.2150663125561419,1,1.2773555077272845,5,Single,4,1,0.014886764426384489,1.3640311998637564,-0.2692728508615951,0.5952133269296169,2.3821097926040444,1.4588818077068009,2.259757498151,1.708,-0.8494234376479863,-1.8183611672729385,0.929,-0.8013587926886481,0.36029188373573234,-0.38705586333951275,0.0,0.0,1.0,0.0
17,753327333,Existing Customer,-0.6511972669923576,1,0.509985247236655,0,Married,4,1,-0.23444820626183285,0.055866334824612805,1.697911706356762,-1.254288877019111,0.5292703707473316,0.04539507322744633,0.5253278842520785,0.653,-1.0324804964857948,-2.0801679679937393,1.625,-0.7389853235028093,-0.25729418676833987,0.2533493089378653,0.0,1.0,0.0,0.0
18,806160108,Existing Customer,1.823841531717641,1,-1.0247552737446042,2,Married,2,1,2.508236471308558,-1.2522985302145309,-0.2692728508615951,0.5952133269296169,-0.6091603149015589,1.6634480484577814,-0.7476802861421048,1.831,-0.9447953112260047,-1.6874577669125381,1.143,1.8036508027199116,-0.07814436354830054,0.1110370484316935,0.0,1.0,0.0,0.0
19,709327383,Existing Customer,-0.1561895072503579,0,-0.25738501325397467,4,Married,0,1,0.13955424977049316,1.3640311998637564,-1.2528651294707736,-0.32953777504474707,0.6321936632518484,-0.13145574135727217,0.6429666925293418,0.966,-0.9815205998575401,-2.0801679679937393,0.909,-0.7940207374903141,-0.9301068409473612,0.8937544812152434,0.0,1.0,0.0,0.0
20,806165208,Existing Customer,0.09131437262064196,1,-1.0247552737446042,6,Divorced,3,1,0.7628916764910365,0.7099487673441847,-0.2692728508615951,-2.179039978993475,1.3486938888260729,0.717164212209698,1.2884945216728652,0.906,-0.9897766724956372,-1.8183611672729385,0.929,-0.7720065718953122,-0.9161951270408506,0.8937544812152434,1.0,0.0,0.0,0.0
22,784725333,Existing Customer,-0.6511972669923576,1,0.509985247236655,2,Married,2,1,-0.35911569160594153,0.055866334824612805,-0.2692728508615951,-1.254288877019111,-0.46859021380180704,-0.7609918499909343,-0.40499810749346316,1.608,-1.0600956359994298,-2.2110713683541396,1.571,-0.5298507503502912,-0.8292059564180626,0.8225983509617625,0.0,1.0,0.0,0.0
23,811604133,Existing Customer,0.09131437262064196,0,1.2773555077272845,0,Single,1,1,0.014886764426384489,-0.598216097694959,0.7143194277475834,-0.32953777504474707,-0.6863252646830201,0.40041648459527673,-0.7195085977239764,0.573,-1.004580664812225,-1.992899034420139,0.353,1.2092683316548598,0.1545723253025419,-0.17358747258065008,0.0,0.0,1.0,0.0
24,789124683,Existing Customer,0.9575779521691415,1,-0.25738501325397467,0,Married,4,1,0.7628916764910365,0.055866334824612805,-0.2692728508615951,0.5952133269296169,0.38418705575165985,-1.658443744898461,0.522356651489229,1.075,-1.0091357393711753,-2.0801679679937393,0.75,-1.087542945423673,0.17644071326618097,-0.17358747258065008,0.0,1.0,0.0,0.0
25,771071958,Existing Customer,-0.6511972669923576,0,0.509985247236655,4,Single,1,1,-0.9824531183264849,1.3640311998637564,-1.2528651294707736,-0.32953777504474707,-0.10555169114951145,0.5442727442201597,-0.15090268344088972,0.797,-1.0259325768073038,-2.036533501206939,0.833,-0.2987020116027711,-0.9153332133784402,0.8937544812152434,0.0,0.0,1.0,0.0
26,720466383,Existing Customer,1.5763376518466412,1,-1.0247552737446042,2,Unknown,2,1,1.2615616178674713,0.055866334824612805,-1.2528651294707736,-0.32953777504474707,0.6667582769913333,0.15493699569410033,0.6536411213440234,0.921,-0.9843675214568839,-1.992899034420139,1.3,-0.7463233787011433,-0.9644480456290236,0.9649106114679342,0.0,0.0,0.0,1.0
27,804424383,Existing Customer,2.071345411588641,1,-1.0247552737446042,0,Married,3,1,2.508236471308558,-0.598216097694959,0.7143194277475834,-0.32953777504474707,0.16381012356551805,-0.32546372452110517,0.19089912994468544,0.843,-0.7830901643832751,-1.251113099044537,1.0,-0.7243092131061414,-0.0005009013972695757,-0.03127521207447828,0.0,1.0,0.0,0.0
28,718813833,Existing Customer,-0.27994144718585784,0,0.509985247236655,1,Single,0,1,-0.23444820626183285,0.7099487673441847,-0.2692728508615951,-0.32953777504474707,0.151151108979401,-1.658443744898461,0.28938999375025204,0.525,-1.0256478846473696,-2.2110713683541396,1.571,-1.087542945423673,-0.45738637500893264,0.466817699696728,0.0,0.0,1.0,0.0
